	DB_NAME	SESSION	TIME_ZONE	START_TIME	END_TIME
497	TSXV	POST_MARKET	America/New_York	16:00	17:00
498	TSX_IDX	PRE_MARKET	America/Toronto	07:00	09:30
499	TSX_IDX	MARKET	America/Toronto	09:30	16:00
500	TSX_IDX	POST_MARKET	America/Toronto	16:00	17:00
501	TURQUOISE	MARKET	Europe/London	08:00	16:30
502	TURQUOISE_EU	MARKET	Europe/Paris	08:00	16:30
503	TWSE	PRE_MARKET	Asia/Taipei	08:30	09:00
504	TWSE	MARKET	Asia/Taipei	09:00	13:33
505	TWSE	POST_MARKET	Asia/Taipei	13:40	17:00
506	TWSE_IDX	PRE_MARKET	Asia/Taipei	08:30	09:00
507	TWSE_IDX	MARKET	Asia/Taipei	09:00	13:33
508	TWSE_IDX	POST_MARKET	Asia/Taipei	13:40	17:00
509	TW_COMP	PRE_MARKET	Asia/Taipei	08:30	09:00
510	TW_COMP	MARKET	Asia/Taipei	09:00	13:33
511	TW_COMP	POST_MARKET	Asia/Taipei	13:40	17:00
512	UQDF	PRE_MARKET	America/New_York	04:00	09:30
513	UQDF	MARKET	America/New_York	09:30	16:00
514	UQDF	POST_MARKET	America/New_York	16:00	20:00
515	US_COMP	PRE_MARKET	America/New_York	04:00	09:30
516	US_COMP	MARKET	America/New_York	09:30	16:00
517	US_COMP	POST_MARKET	America/New_York	16:00	20:00
518	US_OPTIONS	PRE_MARKET	America/New_York	04:00	09:30
519	US_OPTIONS	MARKET	America/New_York	09:30	16:00
520	US_OPTIONS	POST_MARKET	America/New_York	16:00	20:00
521	US_OTC	PRE_MARKET	America/New_York	04:00	09:30
522	US_OTC	MARKET	America/New_York	09:30	16:00
523	US_OTC	POST_MARKET	America/New_York	16:00	20:00
524	US_SHORT_INT	PRE_MARKET	America/New_York	04:00	09:30
525	US_SHORT_INT	MARKET	America/New_York	09:30	16:00
526	US_SHORT_INT	POST_MARKET	America/New_York	16:00	20:00
527	US_TAQ	PRE_MARKET	America/New_York	04:00	09:30
528	US_TAQ	MARKET	America/New_York	09:30	16:00
529	US_TAQ	POST_MARKET	America/New_York	16:00	20:00
530	UTDF	PRE_MARKET	America/New_York	04:00	09:30
531	UTDF	MARKET	America/New_York	09:30	16:00
532	UTDF	POST_MARKET	America/New_York	16:00	20:00
533	VIENNA	PRE_MARKET	Europe/Vienna	08:00	09:00
534	VIENNA	MARKET	Europe/Vienna	09:00	17:34
535	VIENNA	POST_MARKET	Europe/Vienna	17:34	17:45
536	VIENNA_IDX	PRE_MARKET	Europe/Vienna	08:00	09:00
537	VIENNA_IDX	MARKET	Europe/Vienna	09:00	17:34
538	VIENNA_IDX	POST_MARKET	Europe/Vienna	17:34	17:45
539	WARSAW	MARKET	Europe/Warsaw	08:30	17:00
540	WARSAW_FUT	PRE_MARKET	Europe/Warsaw	08:30	09:00
541	WARSAW_FUT	MARKET	Europe/Warsaw	09:00	17:00
542	WARSAW_FUT	POST_MARKET	Europe/Warsaw	17:01	17:05
543	XETRA	PRE_MARKET	Europe/Berlin	08:00	09:00
544	XETRA	X_MARKET_MTF	Europe/Berlin	08:00	16:30
545	XETRA	MARKET	Europe/Berlin	09:00	17:36
546	XETRA	POST_MARKET	Europe/Berlin	17:37	22:00
547	ZHENGZHOU	DAY	Asia/Shanghai	09:00	15:01
548	ZHENGZHOU	NIGHT1	Asia/Shanghai	21:00	23:00
